,sign,count,geometry
58549,Yield,3.0,POINT (-114.10340727050578 50.92076176094126)
58560,Stop,3.0,POINT (-114.07157520725286 51.12977800040845)
58571,Yield,4.0,POINT (-113.94259929570542 50.900875824694666)
58598,Yield,1.0,POINT (-114.01729617545972 51.03529605093391)
58599,Yield,3.0,POINT (-114.10122366006472 51.129400966281494)
58603,Yield,3.0,POINT (-114.12247245423308 50.90161899009438)
58608,Stop,2.0,POINT (-114.07830781254354 51.06396146910284)
58611,Yield,2.0,POINT (-114.06932293684116 51.18687973108908)
58613,Stop,3.0,POINT (-114.13746575265634 51.16066158699357)
58614,Stop,4.0,POINT (-114.0740189352681 50.989730244357354)
58618,Yield,4.0,POINT (-114.08379106910373 51.169179652762665)
58629,Stop,0.0,POINT (-113.95813848428419 50.91800931437975)
58630,Yield,3.0,POINT (-113.95878438108952 50.8983121514911)
58643,Stop,3.0,POINT (-114.06272140086888 51.07687550653444)
58651,Yield,3.0,POINT (-114.21779636506804 51.143748502448865)
58657,Yield,0.0,POINT (-114.14100894998606 51.07471086850076)
58664,Yield,3.0,POINT (-113.9235429453649 50.89671825435313)
58667,Yield,0.0,POINT (-114.24807340429753 51.15394676219063)
58683,Yield,1.0,POINT (-113.9643474060403 51.07179656467506)
58685,Yield,3.0,POINT (-114.05259344353743 50.96858751755834)
58693,Stop,4.0,POINT (-114.05237010371003 51.07052167062676)
58699,Yield,1.0,POINT (-114.06959643177808 50.902989150046096)
58702,Stop,2.0,POINT (-114.07879084389515 51.065383831704594)
58703,Stop,1.0,POINT (-114.00298747300248 50.98493352616826)
58704,Stop,0.0,POINT (-114.00304305355873 50.955081740659715)
58717,Yield,1.0,POINT (-114.05638507870768 51.162881727724965)
58751,Yield,3.0,POINT (-114.08389734112248 50.88846887436983)
58767,Stop,0.0,POINT (-114.2108140401793 51.059739688286555)
58772,Yield,3.0,POINT (-114.04861409546679 50.96763416402811)
58781,Yield,4.0,POINT (-114.02977471490333 50.978981488816316)
58785,Yield,3.0,POINT (-114.15525900815055 51.043372617953715)
58792,Stop,4.0,POINT (-114.21103241930686 51.06714886428141)
58798,Stop,1.0,POINT (-114.06365973831866 51.104461139106554)
58800,Yield,3.0,POINT (-114.01711932211366 50.92433542242948)
58805,Yield,3.0,POINT (-114.2179575415245 51.063993053095736)
58810,Stop,3.0,POINT (-114.10314974928663 50.958792257240496)
58823,Yield,1.0,POINT (-114.02749669658448 51.081195693327544)
58830,Yield,1.0,POINT (-113.98211355223854 51.09552286500909)
58846,Stop,4.0,POINT (-113.98686013346433 51.0392858919885)
58849,Yield,3.0,POINT (-114.1145424481327 50.9467633177332)
58867,Stop,1.0,POINT (-114.21115238398988 51.05981129203727)
58878,Stop,1.0,POINT (-114.12309365668189 50.92145334699708)
58883,Yield,1.0,POINT (-113.93170478744572 51.05535345209903)
58885,Yield,3.0,POINT (-114.02500187601416 51.03982186028039)
58904,Stop,3.0,POINT (-114.10988079579295 50.96786758637404)
58905,Stop,4.0,POINT (-114.08794790138766 51.025503095172276)
58916,Yield,3.0,POINT (-114.1340154022302 51.14487678596748)
58922,Yield,1.0,POINT (-114.18727733264487 51.02310124124439)
58923,Yield,3.0,POINT (-114.23939628114874 51.09317179164874)
58941,Stop,1.0,POINT (-114.0564985750551 51.10583877984066)
58945,Stop,3.0,POINT (-114.08203692153562 50.886448571568934)
58948,Stop,3.0,POINT (-114.0412291114835 50.96291361478535)
58956,Yield,1.0,POINT (-114.1334685639485 51.10574242116484)
58959,Yield,4.0,POINT (-114.11379365085796 50.91669819404716)
58963,Yield,3.0,POINT (-113.95164922816534 50.917917677894735)
58964,Yield,1.0,POINT (-114.2419097659406 51.09401192006617)
58985,Yield,1.0,POINT (-114.08466022100649 51.06588803306326)
58993,Stop,2.0,POINT (-114.07862346780327 51.06555297598162)
59008,Stop,1.0,POINT (-114.07003021225977 51.06449933952398)
59010,Yield,2.0,POINT (-114.0576048662401 50.908271082488795)
59020,Yield,3.0,POINT (-114.04629503346042 51.14745285176454)
59034,Yield,0.0,POINT (-114.02939084399459 50.987238749013535)
59035,Stop,3.0,POINT (-114.12830481119228 51.159018348429626)
59038,Stop,3.0,POINT (-114.07569944673352 51.034685205224235)
59056,Yield,3.0,POINT (-114.1024248371603 50.92077985151486)
59058,Yield,1.0,POINT (-114.1004159244799 50.91097350684232)
59062,Stop,3.0,POINT (-114.06231042852494 51.08329891431384)
59070,Stop,3.0,POINT (-114.11287831398282 51.06984032859871)
59072,Yield,3.0,POINT (-114.21007410167822 51.069915868863255)
59081,Stop,3.0,POINT (-114.1572187395168 51.135561342100196)
59084,Stop,0.0,POINT (-113.95843158276246 50.88509506726766)
59085,Stop,1.0,POINT (-114.16282735840517 51.075636542354815)
59086,Stop,2.0,POINT (-114.1049442777602 51.039226534349)
59096,Stop,3.0,POINT (-114.06283355388415 51.05003229171657)
59097,Stop,4.0,POINT (-114.08478789851338 51.126802523497815)
59099,Stop,3.0,POINT (-114.09295393830556 51.05347031246511)
59116,Stop,1.0,POINT (-113.99923210068954 51.0230911017381)
59149,Stop,1.0,POINT (-114.09016822171934 51.16861170403231)
59150,Yield,2.0,POINT (-114.22039075227507 51.066317216474054)
59154,Stop,3.0,POINT (-114.10898488205152 51.017007718238304)
59166,Stop,2.0,POINT (-114.17586473882213 51.015934883732704)
59177,Stop,4.0,POINT (-114.13418367094918 51.01810118473667)
59179,Stop,2.0,POINT (-114.12874244645631 51.15918564968045)
59191,Stop,0.0,POINT (-114.11763051936062 51.01598948329395)
59197,Stop,0.0,POINT (-114.07564035675435 51.0477151616234)
59205,Stop,3.0,POINT (-114.09486609520285 51.03318356862148)
59206,Stop,1.0,POINT (-114.10562549312402 51.03310804287149)
59209,Stop,3.0,POINT (-114.12087196521334 51.164231759918714)
59218,Stop,5.0,POINT (-114.09675046611984 51.04320934903232)
59220,Yield,0.0,POINT (-114.11833989369707 51.052604907333226)
59228,Stop,1.0,POINT (-113.94072992694468 51.074361022130674)
59229,Stop,3.0,POINT (-114.1370451917794 51.00086265986024)
59235,Yield,1.0,POINT (-114.00588585641796 50.9910285919509)
59243,Stop,3.0,POINT (-114.048480566859 51.07739009856395)
59255,Yield,3.0,POINT (-114.09338354695967 51.092290526500605)
59268,Yield,3.0,POINT (-114.10367926288902 50.96635561569028)
59269,Stop,3.0,POINT (-113.93502208868851 51.03976439808946)
59276,Yield,3.0,POINT (-114.17053360057434 51.02356326823816)
59293,Stop,3.0,POINT (-114.10928198457637 50.94487246709242)
59298,Yield,1.0,POINT (-113.95585694723432 50.91974329659115)
59312,Stop,4.0,POINT (-114.1291307037168 51.00880530782147)
59315,Stop,3.0,POINT (-114.08115971087057 51.006105792234294)
59318,Yield,1.0,POINT (-114.10947974855718 51.17056578261337)
59345,Stop,3.0,POINT (-114.08429502894737 51.17043439616487)
59347,Stop,1.0,POINT (-114.15411032360174 51.0861503445384)
59371,Stop,1.0,POINT (-114.05754274013225 51.102762954640404)
59373,Yield,2.0,POINT (-113.98517813226984 50.901726633215496)
59375,Stop,3.0,POINT (-114.1342845338812 51.08169142856956)
59378,Yield,3.0,POINT (-113.98162592007003 50.90289121541965)
59382,Stop,2.0,POINT (-114.08084783369189 51.02021179990552)
59388,Yield,1.0,POINT (-114.1108656296909 50.94619839561964)
59399,Yield,1.0,POINT (-114.13398802767473 51.03963617090011)
59400,Yield,3.0,POINT (-114.06007905790962 51.08706340327208)
59402,Yield,1.0,POINT (-114.19133038317112 51.12497933765517)
59441,Stop,4.0,POINT (-114.17988395592045 51.142435090614725)
59450,Stop,1.0,POINT (-114.07388225664404 51.008582743267155)
59451,Yield,3.0,POINT (-114.149454690367 51.028997447526464)
59473,Stop,3.0,POINT (-114.0717343387529 51.03330797632791)
59474,Yield,3.0,POINT (-114.1447602894328 51.12250828987962)
59479,Stop,4.0,POINT (-114.22237529193188 51.04270826735111)
59487,Stop,1.0,POINT (-114.04324127039668 50.95884206315801)
59494,Yield,1.0,POINT (-114.08214899834282 51.09438500748936)
59495,Yield,3.0,POINT (-114.19017646576354 51.110374444422014)
59507,Yield,1.0,POINT (-114.12046728042058 51.00892810368564)
59509,Yield,1.0,POINT (-113.96036211758157 50.91635208642108)
59511,Stop,4.0,POINT (-113.97394801828516 51.07775508951195)
59528,Stop,2.0,POINT (-114.07736983158333 50.98620193048621)
59540,Yield,1.0,POINT (-114.04565883715149 51.02326153753819)
59541,Yield,3.0,POINT (-114.09026540441643 51.02485960446073)
59546,Stop,0.0,POINT (-114.21097593829914 51.059816967608825)
59547,Stop,4.0,POINT (-114.0405731354159 51.02295277072996)
59548,Yield,3.0,POINT (-114.11416353111314 50.95432661972722)
59549,Yield,1.0,POINT (-114.05031208356839 51.07342228221031)
59551,Yield,2.0,POINT (-113.96362683315755 50.88827126530931)
59557,Stop,0.0,POINT (-114.0829805983403 51.06774773850639)
59558,Yield,3.0,POINT (-114.21377894114221 51.04625707241335)
59566,Yield,1.0,POINT (-114.00367421470558 50.95424739043143)
59577,Stop,3.0,POINT (-114.06223412009125 51.107289613861056)
59578,Yield,3.0,POINT (-114.01093615063098 50.952197320325396)
59583,Yield,1.0,POINT (-114.12510258645028 51.039515401335805)
59589,Stop,3.0,POINT (-114.0930929436107 51.16213646244157)
59593,Stop,3.0,POINT (-114.06365688872609 51.10710833606916)
59599,Stop,3.0,POINT (-113.97470683861724 51.07082296739619)
59606,Stop,2.0,POINT (-114.07092058264355 51.16026751611236)
59642,Stop,1.0,POINT (-114.07565207091581 51.06686204921085)
59651,Yield,1.0,POINT (-114.0439581565062 50.982909966442406)
59654,Yield,1.0,POINT (-114.15719164823258 51.09874140498042)
59656,Yield,1.0,POINT (-114.13180009760644 50.950898189771586)
59660,Yield,3.0,POINT (-114.04207709946412 50.883530781020504)
59666,Yield,3.0,POINT (-114.2240447736082 51.13998799737436)
59674,Stop,3.0,POINT (-114.04267840426124 50.940720131982985)
59678,Yield,3.0,POINT (-114.08350048676678 51.09176000425995)
59688,Yield,3.0,POINT (-114.09994137050943 51.12940206906537)
59697,Stop,2.0,POINT (-114.10892289290777 51.039539571374306)
59717,Stop,3.0,POINT (-114.12675102604446 51.02526458754278)
59719,Yield,1.0,POINT (-114.03511076516266 51.05875172679144)
59725,Yield,3.0,POINT (-114.22065232697037 51.03405748778113)
59726,Stop,1.0,POINT (-113.988326618869 51.08370189564797)
59732,Stop,0.0,POINT (-114.09039034244535 51.16857161994973)
59735,Stop,1.0,POINT (-114.0526588727117 51.0687279321758)
59750,Yield,3.0,POINT (-114.02068203962082 51.00021026215181)
59761,Yield,3.0,POINT (-114.08614460095404 51.10391664392828)
59768,Yield,1.0,POINT (-114.08179575860694 50.878299027928136)
59769,Yield,3.0,POINT (-113.97495360050793 51.09484602555545)
59770,Stop,2.0,POINT (-114.08574009996879 51.0322840268717)
59790,Stop,3.0,POINT (-114.07470318983019 50.919673222656165)
59794,Stop,4.0,POINT (-114.15992545128789 51.01166328440199)
59797,Stop,3.0,POINT (-114.07140701494147 51.08336053165209)
59800,Stop,3.0,POINT (-114.02591958697168 50.91916396714455)
59802,Yield,3.0,POINT (-113.96228514776098 51.09066874115892)
59811,Stop,4.0,POINT (-114.05771576199122 51.05897138655288)
59818,Stop,3.0,POINT (-114.12527745061962 51.030188117162815)
59826,Stop,1.0,POINT (-114.08164928927998 51.03699368243042)
59831,Stop,2.0,POINT (-114.07130873595874 51.12883479866129)
59833,Stop,0.0,POINT (-114.05578295943353 51.042055847876036)
59837,Yield,4.0,POINT (-114.06540356633226 50.98766966711629)
59843,Stop,1.0,POINT (-114.00439894847884 50.98492971930559)
59854,Stop,0.0,POINT (-113.97346531476052 51.01909052358375)
59861,Yield,3.0,POINT (-114.10081600153782 50.90909461163173)
59873,Stop,0.0,POINT (-113.99869201717104 50.976725150086615)
59906,Stop,1.0,POINT (-114.11748657905885 51.06897289926818)
59941,Stop,3.0,POINT (-114.06375510968914 51.08862155576907)
59947,Stop,3.0,POINT (-114.2665592985977 51.08505906366315)
59953,Stop,0.0,POINT (-113.97309372412566 51.01901137266334)
59961,Yield,3.0,POINT (-114.09022679121374 51.083067461652554)
59966,Yield,3.0,POINT (-114.02944052492887 50.882074174082035)
59968,Stop,1.0,POINT (-114.07310570102422 51.09285612160195)
59969,Yield,3.0,POINT (-114.21862210037175 51.11086897158591)
59970,Yield,1.0,POINT (-114.13395487229968 51.08167218587468)
59988,Stop,2.0,POINT (-114.04853361465076 51.074207048206574)
59997,Stop,0.0,POINT (-114.0505807839446 51.04526822387307)
60001,Yield,3.0,POINT (-114.13572800716129 50.96859904818098)
60039,Stop,1.0,POINT (-114.07658518014973 51.005975006798664)
60058,Stop,3.0,POINT (-113.95482766474085 50.896440574234646)
60071,Stop,1.0,POINT (-114.07267591862171 51.10276401048383)
60078,Stop,4.0,POINT (-114.08656958853412 51.042170535768285)
60079,Yield,1.0,POINT (-114.20412966925159 51.06922864146051)
60091,Stop,1.0,POINT (-114.15947232430312 51.02686336917164)
60100,Stop,1.0,POINT (-114.05716975091707 50.99769976738515)
60103,Yield,1.0,POINT (-114.08086271564665 51.05130211841609)
60110,Yield,1.0,POINT (-114.05383725828644 50.89039399818757)
60113,Stop,4.0,POINT (-114.00483046807813 51.086776130328055)
60120,Stop,2.0,POINT (-114.10892289290777 51.039539571374306)
60139,Stop,4.0,POINT (-114.13535086599515 51.00207719330183)
60143,Yield,1.0,POINT (-114.21700255427119 51.06677948020302)
60147,Yield,3.0,POINT (-114.18698651904063 51.05625521128562)
60148,Stop,2.0,POINT (-114.12572234391808 50.94107497552206)
60149,Stop,1.0,POINT (-114.12785390394822 51.03631507883373)
60150,Stop,4.0,POINT (-114.0630105858373 50.93191791702963)
60155,Yield,3.0,POINT (-114.10867764137228 51.04138378565883)
60169,Stop,3.0,POINT (-114.08024456930477 51.12850513599058)
60177,Yield,1.0,POINT (-114.07337238684691 50.98968083690607)
60183,Stop,1.0,POINT (-114.01190346782312 51.08822095404342)
60184,Stop,3.0,POINT (-114.06335603147558 51.038649193999056)
60192,Yield,3.0,POINT (-113.9542813943778 51.05594224355085)
60195,Stop,3.0,POINT (-114.06213175233232 51.00544755988158)
60201,Stop,2.0,POINT (-114.16664339188254 51.10394695055369)
60208,Stop,3.0,POINT (-113.96547487723844 50.89691920198474)
60220,Yield,3.0,POINT (-114.19174306358433 51.02699598272938)
60231,Stop,1.0,POINT (-114.07476854869502 50.922724236674696)
60259,Stop,3.0,POINT (-114.06880224104172 50.918992582077635)
60286,Stop,1.0,POINT (-114.08421022050011 51.03594295855771)
60292,Stop,3.0,POINT (-114.13449344659661 51.06087099405993)
60308,Stop,2.0,POINT (-114.18731065581304 51.02336374144452)
60310,Yield,2.0,POINT (-114.21928523670238 51.15206465073263)
60321,Yield,3.0,POINT (-114.24513027776543 51.145768784713376)
60322,Yield,1.0,POINT (-114.20883741085183 51.08377113772198)
60323,Yield,3.0,POINT (-114.20103023480618 51.06999521142091)
60341,Yield,3.0,POINT (-114.13229592506609 51.01820241531717)
60358,Yield,1.0,POINT (-114.20301689154887 51.068807567701455)
60361,Stop,0.0,POINT (-114.07714316221434 50.9860542328122)
60370,Stop,3.0,POINT (-113.95069701167489 51.04203577154452)
60375,Yield,3.0,POINT (-114.15788777442513 51.16541982256932)
60381,Stop,1.0,POINT (-114.1034723847091 51.01617327463356)
60384,Stop,4.0,POINT (-114.16002193949188 51.081602289048334)
60387,Yield,1.0,POINT (-114.05298847030822 51.108934903381325)
60416,Stop,3.0,POINT (-114.14101485714187 51.04774223413079)
60420,Yield,1.0,POINT (-113.95191494646377 51.11081386369116)
60434,Yield,3.0,POINT (-114.09989611398808 51.13085343252992)
60445,Yield,3.0,POINT (-113.9409158347256 50.91744237169319)
60449,Yield,3.0,POINT (-114.17173122799248 51.02562420963698)
60460,Stop,1.0,POINT (-114.116293517417 50.921423838009986)
60463,Yield,3.0,POINT (-114.00135352590601 51.04967106032825)
60471,Yield,3.0,POINT (-114.18220837507043 51.05640064517441)
60478,Yield,1.0,POINT (-114.1139711879678 50.90683771177803)
60479,Stop,4.0,POINT (-114.21775432893445 51.14794915023656)
60510,Stop,2.0,POINT (-114.06755391610686 51.156795612516014)
60513,Stop,2.0,POINT (-113.9661244715679 51.029142122438955)
60536,Yield,1.0,POINT (-114.15807433216261 51.104299841271846)
60537,Stop,2.0,POINT (-114.0271788545093 51.08046536984324)
60559,Yield,1.0,POINT (-114.12805159773795 51.07471149376612)
60565,Yield,1.0,POINT (-114.05058353657762 51.07252930365663)
60574,Stop,1.0,POINT (-114.1398254389857 51.031707280661884)
60620,Yield,1.0,POINT (-113.99466002423318 51.0817095758065)
60621,Stop,3.0,POINT (-113.95241721356184 51.09852022805365)
60631,Stop,2.0,POINT (-113.98797418126088 50.9160798837226)
60633,Stop,3.0,POINT (-114.00175050382526 50.97690591195876)
60635,Yield,1.0,POINT (-113.97820888682475 51.083429716441934)
60636,Stop,3.0,POINT (-114.07756842592296 50.879519094496764)
60642,Stop,2.0,POINT (-114.06765619524732 51.06332726294037)
60700,Yield,3.0,POINT (-114.20301714571758 51.04195528103684)
60722,Yield,3.0,POINT (-114.07940431896223 51.02178721512323)
60734,Stop,3.0,POINT (-114.1342346918721 51.13450849262059)
60736,Yield,3.0,POINT (-114.1849234855725 51.032361911404756)
60740,Stop,3.0,POINT (-114.26324760169611 51.086209266508305)
60767,Stop,0.0,POINT (-114.07857939681489 51.04706071385016)
60770,Yield,3.0,POINT (-114.1605183317117 51.144122757048045)
60788,Yield,1.0,POINT (-114.14485130510066 51.03174584571954)
60790,Stop,4.0,POINT (-114.00153380333924 51.04054902824497)
60809,Yield,4.0,POINT (-113.95546490789313 51.04082712285866)
60811,Stop,0.0,POINT (-114.06392827891828 51.0473934259694)
60830,Yield,1.0,POINT (-114.13758959020913 51.06235647905852)
60850,Stop,3.0,POINT (-113.95400051707455 51.1581643011997)
60863,Yield,3.0,POINT (-114.10878806303135 50.95580189322523)
60864,Stop,3.0,POINT (-113.95631516837885 50.88077333148284)
60868,Stop,4.0,POINT (-114.04839032814596 50.90327071605373)
60873,Stop,3.0,POINT (-114.12964756683861 51.100891096910665)
60882,Stop,4.0,POINT (-113.97524595569787 50.95237692780371)
60889,Stop,2.0,POINT (-114.08138299518868 50.9861390259207)
60906,Stop,3.0,POINT (-114.11634069962072 50.96931256605974)
60910,Stop,1.0,POINT (-114.03537121089882 51.045779077948545)
60911,Stop,2.0,POINT (-113.99178801060127 51.03035113633121)
60926,Yield,3.0,POINT (-114.06847586660159 51.026186499208116)
60939,Yield,3.0,POINT (-114.22282300739087 51.1448359520833)
60954,Stop,0.0,POINT (-114.10646614144058 51.07139868858358)
60956,Yield,3.0,POINT (-114.06054209705583 51.15070068220985)
60965,Yield,3.0,POINT (-114.03604511139321 50.957691209857806)
60970,Stop,3.0,POINT (-114.07903306031716 51.07065542715105)
60999,Yield,3.0,POINT (-113.97430221196014 50.88351509607547)
61008,Stop,0.0,POINT (-114.05082732261013 51.04542284910163)
61010,Yield,3.0,POINT (-114.04261394542405 51.164118946800656)
61014,Yield,3.0,POINT (-114.05943526151354 50.9330963887439)
61015,Yield,3.0,POINT (-114.10791583711213 51.05900968197314)
61027,Stop,3.0,POINT (-114.07878137730837 51.01128537664534)
61041,Stop,3.0,POINT (-114.07905862169133 51.06957457247557)
61077,Stop,1.0,POINT (-114.07108410888179 51.16002401743855)
61085,Stop,1.0,POINT (-114.07420470288055 51.07864677213134)
61087,Yield,3.0,POINT (-113.95632895125323 50.884444575712706)
61093,Stop,4.0,POINT (-114.20321851913336 51.14431108614772)
61122,Yield,3.0,POINT (-114.08854363582017 51.09799284466838)
61128,Yield,3.0,POINT (-114.06493663095837 51.0986275705359)
61148,Yield,4.0,POINT (-114.17781149457224 51.02879458197082)
61155,Stop,3.0,POINT (-114.07169940533625 51.0041823629143)
61159,Stop,4.0,POINT (-114.08794790138766 51.025503095172276)
61166,Yield,3.0,POINT (-114.10581773132479 50.90296930314602)
61174,Stop,1.0,POINT (-114.20309269847306 51.01768114852249)
61181,Yield,3.0,POINT (-114.0287438121538 50.885453558038684)
61186,Yield,3.0,POINT (-114.01691183826117 51.03526049429578)
